HRS1,marital,childs,age,educ,sex,born,income,region,partyid,polviews,attend,pray
45,1,1,32,16,1,1,12,9,3,3,1,5
50,1,2,53,13,1,1,12,9,5,4,2,4
40,1,1,24,12,1,1,12,9,1,6,7,2
40,5,1,23,12,1,1,12,9,1,4,0,6
52,3,3,42,12,1,1,12,9,3,4,0,6
40,1,1,31,14,1,2,12,9,3,4,5,2
55,1,0,36,17,2,2,12,9,3,5,0,6
89,3,2,41,14,1,1,12,8,4,4,0,6
50,1,2,40,18,1,1,12,8,1,4,0,6
60,1,3,43,12,1,2,12,8,5,6,3,1
32,3,1,59,14,2,1,12,8,3,4,8,1
65,3,2,53,16,1,1,12,8,0,2,7,3
40,1,1,29,12,2,1,12,8,6,6,7,2
40,5,0,30,16,1,1,11,8,0,1,2,6
50,1,4,40,12,1,2,12,8,3,2,3,2
40,5,0,29,16,1,1,12,8,2,4,2,5
40,5,0,27,5,2,1,11,8,2,2,0,6
1,1,2,64,16,1,1,12,8,4,5,2,5
50,1,1,49,16,2,1,12,8,5,5,3,2
48,5,0,42,16,1,1,12,8,2,4,0,6
40,1,0,50,12,2,2,12,8,2,2,0,1
38,5,0,23,16,2,1,12,8,2,5,3,5
30,5,0,49,14,1,1,12,3,6,6,2,4
32,1,2,68,12,2,1,12,3,7,6,2,2
40,1,4,63,11,1,1,12,3,2,2,0,1
65,1,2,55,17,1,1,12,3,5,6,3,1
46,5,2,42,13,1,1,12,3,2,2,2,2
60,5,0,53,12,2,1,12,3,5,4,2,5
34,5,1,56,17,2,1,9,3,4,4,0,2
57,5,1,35,13,1,1,12,3,7,5,0,6
80,5,1,23,13,2,1,12,3,1,4,3,2
46,5,0,22,12,2,1,10,3,5,4,2,2
40,5,0,29,15,1,1,12,3,0,3,2,2
50,1,3,56,12,1,1,12,3,3,5,1,5
43,5,1,36,12,1,1,11,3,1,3,0,6
44,3,1,53,11,1,1,12,3,4,5,0,2
56,5,0,44,12,1,1,12,3,4,5,0,6
40,5,1,66,20,2,1,12,4,0,4,7,1
40,5,4,40,12,2,1,12,4,0,4,3,1
40,1,1,50,13,2,1,12,4,3,4,0,2
50,1,3,50,12,2,1,12,4,0,4,3,1
48,5,1,41,11,1,1,12,4,0,3,0,6
40,5,3,39,14,2,1,11,4,3,5,1,2
42,3,0,55,14,1,1,12,4,3,6,5,1
60,1,2,47,18,1,2,12,4,3,4,0,5
70,1,2,60,20,1,1,12,4,0,2,6,1
40,1,2,48,18,2,1,12,4,1,4,4,1
50,1,2,30,19,2,1,12,4,4,2,3,2
40,3,2,58,12,2,1,12,4,7,6,8,1
50,1,1,57,13,2,1,11,4,0,4,2,3
40,1,1,55,15,2,1,12,4,7,5,1,2
40,1,2,54,12,2,1,12,5,6,4,7,1
75,3,4,47,14,2,2,12,5,4,4,0,2
40,1,2,62,18,1,2,12,5,0,2,0,6
60,1,2,41,18,2,1,12,5,4,3,4,3
42,5,0,44,17,1,2,12,5,2,3,7,3
40,2,1,57,16,1,1,12,5,7,6,7,1
50,2,0,60,12,1,1,12,5,3,4,1,2
40,1,1,46,14,1,1,12,5,0,5,4,2
80,3,3,59,14,2,2,9,5,0,2,8,1
80,1,2,51,13,2,2,12,5,1,4,7,1
41,1,1,25,18,2,1,11,5,7,1,2,2
40,3,0,25,15,2,2,12,5,0,1,0,6
40,1,4,35,13,2,1,12,5,3,6,1,2
40,4,1,31,12,1,1,12,5,3,4,0,6
40,5,2,59,14,2,1,12,5,0,4,8,1
40,1,2,45,12,2,2,12,5,3,4,0,3
40,4,2,42,14,2,1,12,5,1,4,6,4
50,3,3,58,15,2,1,12,5,0,4,5,1
30,1,3,36,15,1,2,12,5,3,4,2,5
89,1,6,37,12,1,2,12,5,6,7,1,1
44,3,2,33,15,2,1,12,5,5,4,3,1
55,1,1,30,16,2,1,12,5,4,4,0,4
45,1,2,50,14,2,1,12,5,6,5,4,2
55,1,0,60,16,1,1,12,5,6,7,0,5
20,1,4,52,13,1,1,9,9,4,7,0,6
50,3,3,45,12,1,1,12,9,5,3,2,5
35,1,3,32,14,2,1,12,9,3,4,5,1
35,5,0,41,14,1,1,12,9,2,2,1,6
40,2,0,59,16,2,1,12,9,0,4,0,2
40,1,1,32,14,1,1,12,9,6,5,0,6
40,3,0,44,16,1,1,12,9,5,6,2,3
50,1,0,27,14,2,1,12,9,2,4,0,6
40,3,0,38,14,1,1,12,9,6,6,6,2
44,5,1,32,16,2,1,12,9,2,3,1,4
40,5,0,34,16,1,1,12,9,1,3,0,4
55,1,2,47,14,1,1,12,9,3,4,1,5
60,5,0,28,13,1,1,12,2,3,4,3,3
47,3,2,39,18,2,1,12,2,4,5,4,2
60,3,3,55,16,2,1,12,2,5,6,6,1
40,5,0,33,16,2,1,12,2,5,4,0,6
40,1,0,43,14,2,1,12,2,2,4,0,5
60,5,1,43,16,2,1,12,2,0,3,4,2
40,1,4,31,15,2,1,12,2,1,4,3,1
40,1,2,38,14,1,1,12,2,1,4,5,2
46,5,0,49,13,2,1,12,2,5,4,2,2
42,1,3,50,12,2,1,12,2,1,5,2,2
50,1,0,50,16,1,1,12,2,6,6,2,1
57,3,0,47,19,2,1,12,2,1,5,0,2
70,5,0,28,12,2,1,8,2,4,4,0,6
40,4,3,34,13,2,1,12,2,1,4,7,2
36,1,1,39,16,2,1,12,5,3,5,3,2
40,1,1,56,16,1,1,12,5,2,4,2,2
30,1,5,48,18,1,1,12,5,6,7,7,1
55,4,1,52,14,1,1,12,5,4,4,0,2
30,5,2,27,14,2,1,12,5,0,4,4,2
40,1,4,42,11,2,1,11,5,0,5,7,1
49,4,1,48,10,1,1,12,5,1,3,0,2
40,3,7,53,12,2,1,12,5,0,3,5,2
60,5,0,37,16,2,1,12,5,0,2,0,4
50,5,2,30,14,2,1,12,5,1,4,0,5
40,3,0,49,14,1,1,12,6,0,2,0,3
40,1,2,42,14,2,1,12,6,6,6,8,2
75,3,2,35,14,1,1,12,6,3,6,0,6
50,1,4,51,10,1,1,10,3,2,4,6,1
40,5,1,29,16,1,1,12,3,3,4,0,6
40,1,1,30,18,1,1,12,3,2,4,6,1
60,5,2,27,10,1,1,12,3,4,4,2,6
30,5,0,19,11,2,1,10,3,3,4,0,5
40,1,0,31,20,2,1,12,3,4,4,0,6
40,5,3,45,12,1,1,8,3,0,4,2,1
56,1,2,52,12,1,1,12,7,1,4,6,2
40,5,1,25,14,2,1,11,7,4,4,2,5
45,5,0,25,13,2,1,11,7,3,4,0,2
40,5,0,29,16,1,1,12,7,5,5,6,1
40,5,0,60,15,1,1,12,7,0,1,1,1
37,3,1,56,16,2,1,10,7,2,4,3,2
40,3,1,56,14,2,1,12,7,3,4,0,2
40,3,2,33,8,2,2,6,7,3,4,4,2
40,3,0,43,14,1,1,12,7,3,4,0,2
40,5,0,32,12,1,1,12,7,3,4,0,6
40,3,0,36,12,1,1,12,7,3,6,6,2
50,2,2,63,12,1,2,12,7,0,2,5,1
40,1,2,64,12,2,1,12,3,5,5,2,5
40,1,2,43,16,2,1,12,3,5,6,4,2
60,3,1,50,16,1,1,12,3,2,2,0,6
54,1,5,44,15,1,1,12,3,0,4,8,1
35,1,4,62,18,2,1,12,3,1,3,7,2
40,3,1,60,13,1,1,12,3,0,4,5,1
35,1,0,29,20,1,1,12,3,6,7,2,3
40,4,6,62,3,1,2,12,3,3,5,6,1
38,3,4,43,12,2,1,11,3,3,4,0,6
7,5,0,57,12,1,1,12,3,0,1,0,6
40,1,4,55,9,1,1,12,3,2,4,1,2
40,3,3,50,12,1,1,12,3,0,3,4,2
40,5,1,32,13,2,1,12,3,0,2,5,2
46,1,1,53,18,2,2,12,3,1,4,5,2
40,3,2,53,12,2,1,4,3,2,3,1,5
40,3,2,54,15,2,1,12,3,0,3,5,2
30,2,4,62,10,2,1,12,3,1,4,2,1
52,5,0,51,14,1,1,12,3,0,2,2,3
89,1,3,47,12,1,1,12,3,4,5,3,2
45,3,0,37,12,1,1,12,8,0,4,0,3
55,5,0,57,14,1,1,12,8,2,4,1,5
40,1,2,49,12,1,2,12,8,0,3,0,6
40,4,2,37,12,2,2,12,8,3,4,0,4
89,1,4,40,14,2,2,12,8,1,2,2,4
40,4,1,26,12,2,2,11,8,3,1,0,2
40,1,5,75,12,1,1,12,8,4,6,2,5
50,1,3,52,20,1,1,12,8,5,4,4,4
40,1,0,55,16,2,1,12,8,1,4,2,1
70,1,1,43,16,1,1,12,3,6,6,7,3
60,5,0,53,16,1,1,12,3,5,6,6,2
35,1,1,34,12,2,1,12,3,5,4,2,6
40,1,1,36,19,2,1,12,3,1,4,3,4
40,5,0,29,16,1,1,12,3,1,3,1,2
40,5,0,47,18,2,1,12,3,1,2,2,5
45,5,0,26,17,1,2,12,3,3,2,2,1
45,1,2,50,14,1,1,12,3,2,4,0,2
40,5,0,35,14,2,1,12,3,5,4,2,4
55,5,0,51,16,2,1,12,3,6,6,7,3
50,1,2,40,20,1,1,12,3,6,6,7,1
40,3,1,63,16,1,1,12,3,0,2,0,5
50,1,3,47,16,2,1,12,3,4,4,0,2
55,1,2,32,18,1,1,12,3,5,5,0,5
55,5,1,23,12,1,1,12,8,5,1,0,6
60,1,2,36,12,1,1,12,8,4,5,6,2
48,3,1,41,14,1,2,12,8,1,4,0,6
45,5,0,29,17,1,1,12,8,7,3,0,6
40,5,0,32,18,2,1,12,8,2,2,2,6
50,5,0,37,20,2,1,11,8,0,2,2,6
45,1,0,29,14,1,1,12,8,3,4,7,2
60,1,2,41,12,2,1,12,8,2,4,1,2
60,1,3,53,16,2,1,12,8,3,5,7,1
60,1,2,31,16,1,1,12,8,4,4,2,5
60,1,6,35,14,2,1,12,8,5,5,6,2
45,1,3,36,14,1,1,12,8,6,5,5,4
40,1,1,60,16,2,1,12,8,0,3,0,4
30,1,2,41,12,2,1,12,6,5,6,8,2
70,1,2,49,12,1,1,12,6,6,7,2,4
40,3,1,61,16,2,1,12,6,4,4,2,2
55,1,1,33,12,2,1,12,6,6,7,7,1
40,1,1,34,16,2,1,12,6,2,1,1,2
70,3,1,44,11,1,1,12,6,3,5,0,3
70,3,1,49,12,1,1,12,6,0,4,2,1
35,4,0,38,5,1,2,9,6,3,3,0,2
30,3,0,53,16,2,1,10,6,0,3,4,2
45,3,1,55,18,2,1,12,6,0,3,5,1
40,1,1,34,16,2,1,12,6,2,3,7,1
40,5,0,35,16,2,1,12,6,7,5,5,2
30,1,0,40,12,2,1,12,1,6,6,2,2
40,1,1,58,12,1,1,12,1,2,2,2,5
40,1,0,33,16,2,1,12,1,4,5,2,5
45,3,0,52,9,1,1,12,1,4,5,0,5
25,3,2,67,15,1,1,12,1,1,4,7,2
35,2,4,71,10,2,1,12,1,3,4,5,4
40,1,2,37,18,1,1,12,1,4,5,7,3
38,1,2,27,12,1,1,12,1,1,3,4,5
40,5,0,33,16,1,1,12,2,1,3,2,5
37,5,0,32,16,1,1,12,2,2,2,0,6
39,3,1,60,14,2,1,12,2,1,5,0,5
40,3,3,46,9,1,1,9,2,5,4,2,5
40,1,0,36,15,1,1,12,2,0,2,0,5
40,1,1,39,16,1,1,12,2,0,2,0,6
39,5,0,33,16,2,1,12,2,6,6,7,1
50,3,1,58,19,2,1,12,2,0,2,2,6
20,1,0,34,16,2,2,12,2,0,2,0,6
50,1,0,59,19,1,1,12,2,1,2,8,3
38,5,4,37,10,2,1,12,2,3,4,2,3
40,1,1,27,12,1,1,12,2,5,4,3,3
65,5,2,34,13,2,1,12,2,1,4,3,2
50,4,1,56,18,2,1,12,2,3,4,0,2
40,1,2,39,12,1,1,12,2,1,3,0,6
40,5,3,30,10,1,1,9,2,3,4,1,5
40,3,1,46,9,1,2,10,2,3,4,8,1
70,2,2,51,12,2,1,11,2,0,3,2,2
40,1,0,55,12,1,1,12,2,5,4,1,6
40,1,3,62,16,1,2,12,2,1,4,1,4
50,1,2,50,12,2,2,12,2,5,5,2,3
45,3,6,43,14,1,2,12,2,5,5,1,2
40,5,0,26,16,1,1,12,2,7,4,0,6
45,1,3,60,12,1,1,12,2,1,4,0,5
40,1,2,49,16,1,1,12,2,4,6,0,6
60,3,1,39,12,1,1,12,2,3,6,3,2
27,5,4,33,10,2,1,10,5,0,4,7,1
40,5,0,34,14,1,1,12,5,1,2,2,2
38,1,2,59,10,1,1,11,5,4,3,2,6
24,3,1,55,13,1,1,12,5,0,4,0,5
30,5,0,50,18,2,1,12,5,0,1,3,1
37,1,2,60,14,2,1,12,5,5,4,5,1
37,1,3,45,18,2,1,12,5,5,6,5,2
38,1,1,53,12,1,1,12,5,0,6,8,2
30,3,2,33,14,2,1,4,5,0,4,7,2
30,5,0,46,13,2,1,12,5,4,5,2,2
40,3,2,60,18,2,1,12,5,1,4,7,2
60,1,2,65,9,1,1,12,5,4,4,0,5
60,1,1,41,16,1,1,12,5,5,6,1,5
40,1,1,33,16,2,1,12,5,3,2,0,5
40,1,7,47,16,2,1,12,5,5,6,6,2
30,5,2,36,10,2,1,10,5,3,5,4,2
40,1,0,24,13,1,1,11,5,4,4,7,1
38,5,0,28,9,1,1,10,5,5,6,0,2
55,4,2,40,16,1,1,12,5,6,6,8,2
50,1,0,36,17,2,1,12,5,1,3,0,5
50,1,1,51,14,1,1,12,5,3,4,6,3
52,1,3,57,14,1,1,12,5,0,4,3,2
65,1,1,35,18,2,1,12,5,1,6,7,2
42,5,1,37,15,2,1,12,5,1,4,4,1
40,1,0,62,12,1,1,9,5,3,7,8,3
70,3,0,52,13,1,1,12,5,4,5,3,2
40,4,3,49,11,1,1,4,5,0,6,8,1
37,1,2,57,15,2,1,12,5,0,1,7,1
50,1,3,54,15,1,1,12,5,4,7,8,1
89,1,1,37,16,1,1,12,5,5,4,3,3
50,1,3,39,12,1,1,9,5,0,6,5,1
30,2,2,67,12,2,1,12,5,4,6,7,1
34,5,0,44,14,1,1,11,5,3,5,1,2
32,5,1,52,12,2,1,1,5,0,1,7,1
40,1,0,45,11,1,1,12,5,0,4,3,2
50,1,1,36,16,2,1,12,5,5,6,5,1
40,1,2,50,20,1,1,12,5,1,4,5,3
34,3,1,59,16,2,1,12,5,2,4,6,2
40,1,3,52,12,1,1,12,5,4,6,7,1
40,1,1,59,12,2,1,12,5,2,5,2,2
58,4,4,31,14,2,1,12,5,3,4,4,1
80,4,6,43,19,1,1,12,5,6,7,0,1
49,5,0,33,13,1,1,9,5,1,4,3,1
40,3,2,37,18,2,1,12,5,3,4,5,2
35,5,1,30,10,1,1,12,5,1,4,1,1
25,5,0,52,14,2,1,12,5,2,4,4,1
20,1,0,25,14,1,1,12,5,6,6,3,3
50,5,0,22,12,2,1,12,5,3,3,5,5
40,5,5,46,12,2,1,12,5,2,4,7,1
40,1,2,33,12,2,1,12,5,4,6,0,5
45,1,0,30,16,2,1,12,5,2,4,3,1
42,3,1,41,15,2,1,12,5,6,6,8,1
40,1,0,54,12,1,1,12,5,6,6,6,1
40,3,2,49,14,2,1,12,5,0,2,0,6
40,3,4,48,13,2,1,12,5,3,4,4,2
40,1,3,46,13,2,2,12,5,2,5,0,1
47,1,3,58,12,1,2,12,5,6,4,2,4
40,5,0,60,16,2,1,12,5,6,6,7,1
40,5,0,41,12,2,1,12,5,0,4,5,3
40,1,2,29,14,2,1,12,5,1,4,0,1
45,3,2,54,14,2,2,12,5,3,4,6,2
80,1,2,52,20,2,1,12,5,2,4,3,3
40,1,1,53,11,2,2,12,5,1,1,3,2
46,3,1,56,12,1,1,11,5,1,4,7,1
40,5,3,26,12,2,1,11,5,6,4,2,1
50,5,0,20,12,2,2,11,5,2,1,0,5
60,3,2,59,17,1,1,12,5,5,5,7,2
40,1,2,31,16,2,1,10,5,5,4,1,5
40,1,2,47,12,1,2,12,5,3,4,7,1
40,1,1,53,13,2,1,12,5,1,4,0,5
42,1,0,35,10,1,2,12,5,2,4,0,5
40,5,0,27,16,2,1,12,5,2,4,6,3
40,1,0,41,14,2,2,11,6,6,5,2,1
44,5,0,72,15,1,1,12,6,5,6,3,4
40,5,2,47,12,2,1,7,6,4,2,3,2
40,3,3,52,13,2,1,9,6,0,4,7,3
40,1,1,62,8,1,1,12,6,5,4,7,1
60,3,0,56,12,1,1,12,6,3,7,0,1
40,2,1,69,14,2,1,12,6,5,4,7,2
70,3,0,53,12,1,1,12,6,5,4,8,1
55,1,5,64,10,1,1,12,6,1,4,3,1
42,3,4,43,11,2,1,7,6,1,4,8,1
45,1,2,47,13,2,1,12,6,5,4,8,1
35,2,0,56,12,2,1,12,6,5,5,3,2
62,1,1,51,11,1,1,12,6,6,7,5,1
58,1,2,47,12,1,1,12,6,6,6,7,1
60,5,0,32,16,2,1,12,6,1,3,1,2
40,1,3,64,16,1,1,12,6,5,4,1,5
40,3,3,43,16,2,1,12,6,1,4,3,3
40,5,0,22,16,2,1,9,6,0,6,7,2
40,3,4,39,18,1,1,12,6,7,1,5,3
31,5,1,30,12,2,1,12,6,1,4,7,1
80,3,3,57,14,2,1,12,6,4,1,4,1
40,1,1,52,20,1,1,12,6,6,6,7,2
50,5,1,30,12,2,1,12,6,1,4,5,2
89,1,4,46,12,1,1,11,6,0,2,8,1
45,1,2,60,18,1,1,12,6,1,3,5,2
40,1,2,34,20,1,1,12,6,3,4,7,1
55,3,2,40,16,1,1,12,6,5,6,1,2
40,1,2,62,16,1,1,12,6,0,1,7,2
38,5,0,32,14,1,1,12,6,5,5,5,2
30,1,1,28,14,2,1,12,6,5,6,7,2
65,4,2,43,18,2,1,12,6,2,4,7,1
50,3,1,46,18,1,1,12,6,4,5,5,2
40,2,5,42,16,2,1,12,6,3,4,5,1
40,4,1,41,12,1,2,8,6,1,4,4,2
40,1,1,64,14,1,1,12,6,1,3,7,2
40,3,2,58,12,2,1,12,3,4,4,6,1
40,5,0,52,14,1,1,12,3,4,5,2,6
40,3,3,52,12,1,1,10,3,1,4,0,6
60,1,1,53,20,1,1,12,5,0,1,3,2
55,5,0,29,16,1,1,12,5,5,5,7,2
43,5,0,26,14,1,1,12,5,2,4,2,6
40,1,1,32,16,1,1,12,5,6,5,3,5
27,1,2,31,14,2,1,10,5,3,4,5,1
48,1,0,26,16,2,1,12,5,2,3,2,2
45,1,2,56,12,2,1,12,5,4,3,6,2
51,1,3,51,13,1,1,12,5,5,4,5,2
40,5,0,23,13,1,1,12,5,3,4,0,5
45,1,0,40,12,1,1,12,5,1,4,0,5
44,3,0,51,14,1,1,12,5,4,5,0,6
51,3,4,54,15,2,1,12,2,5,5,7,1
48,1,2,41,14,1,1,12,3,4,5,4,2
40,1,1,63,12,1,1,12,3,1,4,2,6
35,1,1,44,17,2,1,12,3,1,4,5,2
80,1,2,54,16,1,2,12,3,2,4,3,5
47,4,2,42,11,1,1,12,3,5,3,1,2
40,1,3,40,14,1,1,12,3,5,4,3,2
52,3,1,50,12,1,1,12,3,2,4,2,6
50,3,2,41,16,2,1,12,3,1,2,0,2
50,1,0,33,12,2,1,12,3,5,4,0,3
45,4,2,36,12,2,1,12,3,3,4,0,5
40,1,1,57,16,2,1,12,3,0,4,0,5
40,1,0,33,12,2,1,12,3,1,2,0,6
60,3,1,42,9,1,2,10,3,0,2,7,2
65,1,2,56,19,1,1,12,3,7,7,8,1
40,5,0,23,14,1,1,12,3,1,3,1,5
70,1,0,30,17,1,1,12,3,6,6,7,1
50,5,0,32,20,2,1,12,3,1,2,1,6
50,1,1,56,20,1,1,12,3,6,4,3,6
75,3,1,47,14,1,1,12,3,5,4,2,5
65,1,1,31,12,1,1,12,3,3,4,5,3
40,1,4,44,14,2,1,12,3,4,4,7,1
40,3,5,43,18,2,1,5,3,1,2,0,5
50,3,2,39,12,1,1,12,3,2,4,0,2
40,5,0,21,14,2,1,12,3,4,5,0,6
62,1,1,54,16,2,1,12,3,5,4,0,1
40,1,1,33,16,2,1,12,3,2,4,2,2
38,3,1,60,12,2,1,10,3,1,4,0,2
40,3,1,29,16,2,1,12,3,0,2,0,2
40,1,1,56,18,2,1,12,3,5,4,4,2
40,1,2,44,17,2,1,12,3,4,5,0,2
44,1,3,53,12,1,1,12,3,5,5,0,4
40,1,0,54,16,2,1,12,3,0,1,0,1
50,5,3,31,14,2,1,9,3,1,4,5,2
58,2,2,57,12,2,1,12,3,2,3,4,1
40,3,4,46,12,2,1,12,3,3,4,0,2
53,2,3,64,12,1,1,12,3,3,4,0,5
60,1,0,61,12,1,1,12,3,2,4,0,2
70,3,1,41,13,2,1,12,3,6,6,7,1
44,1,0,44,16,1,1,12,3,4,5,6,3
40,1,3,57,16,1,1,12,3,5,5,7,1
60,1,2,55,13,1,1,12,3,6,7,5,2
47,1,3,46,13,2,1,12,3,5,6,7,2
40,1,2,41,14,2,1,12,3,5,4,7,1
40,3,2,37,14,1,1,12,3,2,4,5,3
40,3,3,42,12,1,1,12,3,6,4,5,1
40,3,2,30,15,2,1,12,3,3,4,0,5
45,5,0,56,16,2,1,12,3,2,2,7,2
40,1,0,43,14,1,1,12,3,6,5,0,5
40,1,4,39,14,1,1,12,3,4,6,7,1
58,1,3,43,12,1,1,12,3,3,4,4,2
32,1,2,58,12,2,1,12,3,0,3,5,2
80,1,0,37,16,1,1,12,3,4,5,0,6
60,1,3,58,19,2,1,12,4,0,1,0,1
45,1,3,30,17,2,1,12,4,4,4,6,3
55,1,2,57,12,2,1,12,4,5,4,6,2
55,1,3,55,18,1,1,12,4,6,6,6,2
50,1,3,64,16,1,1,12,4,3,3,6,4
70,1,0,58,13,2,1,12,4,4,6,1,5
47,1,3,44,12,2,1,12,4,1,2,2,3
62,5,0,31,12,1,1,12,4,3,4,1,4
40,1,0,31,18,2,1,12,4,6,7,6,2
45,1,2,64,12,1,1,12,4,6,2,3,2
38,3,2,59,14,1,1,12,4,4,4,0,6
39,1,0,29,12,1,1,12,4,5,5,3,3
54,5,4,45,14,2,1,12,4,4,4,0,1
43,5,2,29,6,2,2,12,4,3,2,2,4
40,5,0,34,15,1,2,12,4,3,2,5,2
60,1,5,66,20,1,1,12,4,3,4,5,2
50,5,0,26,19,2,1,12,4,2,4,1,3
40,3,2,65,12,2,1,11,4,2,4,1,2
